UBR Number,UBR Year,Species Name,Number of birds,Details,Date first seen,Location,UBR Status,First NZ record?,Reference,
2005/023,2005,Oriental cuckoo,0,,Jan-01,"South Westland, Whataroa",,Accepted,No,Scofield 2005
2005/022,2005,Snares crested penguin,1,Live,Feb-01,"Chatham Islands, Pitt Island",,Accepted,No,Miskelly et al. 2006
2005/021,2005,Royal penguin,1,Live,Feb-20,"Chatham Islands, Pitt Island",,Accepted,No,Miskelly et al. 2006
2005/020,2005,Snares crested penguin,1,Live,Feb-05,"Chatham Islands, Mangere Island",,Accepted,No,Miskelly et al. 2006
2005/019,2005,Brolga,2,Live,Mar-15,"South Auckland, Clevedon (1947) and Punakaiki (1968)",,Not accepted,No,Scofield 2005
2005/018,2005,Hudsonian godwit,1,Live,Nov-15,"Chatham Island, Te Whanga Lagoon",,Accepted,No,Miskelly et al. 2006
2005/017,2005,Brolga,0,,Oct-27,"Central Otago, north of Poolburn Viaduct, Ida Valley",,Not accepted,No,Scofield 2005
2005/016,2005,Wilson's phalarope,1,Live,Oct-05,"Waikato coast, Taharoa",,Accepted,No,Scofield 2005
2005/015,2005,Common tern,0,,Nov-21,Wellington Harbour wharves,,Not accepted,No,Scofield 2005
2005/014,2005,Fairy martin,0,,Nov-25,Snares Islands,,Accepted,No,Scofield 2005
2005/013,2005,South Polar skua,0,Live,Nov-28,Auckland Islands to Macquarie Island,,Accepted,No,Scofield 2005
2005/012,2005,Osprey,0,,Dec-07,"Chatham Islands, between Pitt & Rangatira",,Not accepted,No,Scofield 2005
2005/011,2005,Bellbird,1,Live,Dec-15,Campbell Island,,Accepted,No,Scofield 2005
2005/010,2005,Tree martin,0,,Dec-08,"Chatham Island, Waitangi",,Not accepted,No,Scofield 2005
2005/009,2005,Sooty albatross,0,,Dec-04,Antipodes Island,,Withdrawn,,
2005/008,2005,Fiordland crested penguin,0,,Oct-26,"Waikanae Beach, Wellington",,Accepted,No,Scofield 2005
2005/007,2005,Hudsonian godwit,0,Live,Nov-11,"Manukau Harbour, Kiwi Esplanade, Mangere Bridge",,Accepted,No,Scofield 2005
2005/006,2005,Fairy martin,0,Live,Jul-07,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Scofield 2005
2005/005,2005,Brown teal,0,Live,Jan-04,"Manukau Harbour, Mangere ponds",,Accepted,No,Scofield 2005
2005/004,2005,Brown teal,0,Live,Feb-01,"Firth of Thames, Waihou River mouth",,Accepted,No,Scofield 2005
2005/003,2005,Great knot,0,Live,Oct-06,"Miranda, Firth of Thames",,Accepted,No,Scofield 2005
2005/002,2005,Australian reed warbler,0,Live,Nov-14,"North Canterbury, St Annes lagoon, Cheviot",,Accepted,No,Scofield 2005
2005/001,2005,Grey plover,0,Live,Nov-28,"Bay of Plenty, Maketu estuary",,Accepted,No,Scofield 2005
2004/056,2004,White-throated needletail,1,Live,Dec-01,"Chatham Island, near Tuku Reserve",,Accepted,No,Miskelly et al. 2006
2004/055,2004,Sanderling,0,Live,Nov-14,"Southland, Awarua Bay",,Accepted,No,Scofield 2005
2004/054,2004,Australian reed warbler,0,Live,Nov-15,"North Canterbury, St Annes lagoon, Cheviot",,Accepted,Yes,Scofield 2005
2004/053,2004,Greater sand plover,0,Live,Oct-24,"Southland, Awarua Bay",,Accepted,No,Scofield 2005
2004/052,2004,Brown falcon,0,,Dec-05,"Motueka, Riwaka",,Not accepted,No,Scofield 2005
2004/051,2004,Nankeen night heron,1,Live,Nov-06,"Kapiti Island, north of Okupe Lagoon",,Accepted,No,Scofield 2005
2004/050,2004,Common tern,1,Live,Nov-06,Kapiti Island,,Accepted,No,Scofield 2005
2004/049,2004,Common greenshank,0,Live,Oct-12,"Wellington, Porirua Harbour",,Accepted,No,Scofield 2005
2004/048,2004,Australasian little grebe,0,Live,Oct-14,"North Shore City, Rosedale wastewater treatment plant",,Accepted,No,Scofield 2005
2004/047,2004,Grey plover,0,,May-10,"Kaipara Harbour, south of Ruawai",,Accepted,No,Scofield 2005
2004/046C,2004,Greater sand plover,0,,Aug-31,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Scofield 2005
2004/046B,2004,Greater sand plover,0,Live,Aug-07,"Manukau Harbour, Mangere ponds",,Accepted,No,Scofield 2005
2004/046A,2004,Greater sand plover,0,Live,Jun-26,"Kaipara Harbour, Tauhoa",,Accepted,No,Scofield 2005
2004/046,2004,Greater sand plover,0,Live,May-29,"North Auckland, Omaha sandspit",,Accepted,No,Scofield 2005
2004/045,2004,Hybrid plover (shore plover x NZ dotterel),0,Live,Jul-10,"North Auckland, Omaha sandspit",,Accepted,Yes,Scofield 2005
2004/044,2004,Frigatebird sp.,0,,Oct-21,"Auckland, Lone Kauri Rd, Karekare",,Not accepted,No,Scofield 2005
2004/043,2004,White-winged black tern,0,Live,Aug-29,Waikanae River estuary,,Accepted,No,Scofield 2005
2004/042,2004,Darter,0,,Nov-22,"North Canterbury, Lake Daniels",,Accepted,No,Scofield 2005
2004/041,2004,Black kite,1,Live,May-26,"North Canterbury, north of Amberley",,Not accepted,No,Rare Birds Committee 2005
2004/040,2004,Plumed egret,1,Live,Jun-17,"Central Otago, Lawrence",,Accepted,No,Rare Birds Committee 2005
2004/039,2004,Little egret,1,Live,Jul-25,"Hawke's Bay, East Clive",,Accepted,No,Rare Birds Committee 2005
2004/038,2004,Chestnut teal,1,Live,Feb-14,"South Otago, Balclutha, Clutha River",,Accepted,No,Rare Birds Committee 2005
2004/037,2004,Providence petrel,1,Live,May-22,"Far North at sea, east of Whangaroa Harbour",,Accepted,No,Rare Birds Committee 2005
2004/036,2004,Nankeen night heron,1,Live,Apr-04,"Queen Charlotte Sound, Double Cove",,Accepted,No,Rare Birds Committee 2005
2004/035,2004,Marsh sandpiper,2,Live,May-22,"Manukau Harbour, Mangere ponds",,Accepted,No,Rare Birds Committee 2005
2004/034,2004,Common tern,1,Live,Apr-11,"Far North, Lake Omapere",,Accepted,No,Rare Birds Committee 2005
2004/033,2004,Little whimbrel,1,Live,Apr-05,"Manukau Harbour, Mangere ponds",,Accepted,No,Rare Birds Committee 2005
2004/032,2004,Great knot,3,Live,Apr-01,"Manukau Harbour, Mangere ponds",,Accepted,No,Rare Birds Committee 2005
2004/031,2004,Grey plover,1,Live,May-06,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Rare Birds Committee 2005
2004/030A,2004,Grey noddy,0,Live,Mar-27,"Poor Knights Islands, Sugarloaf Rock",,Accepted,No,Rare Birds Committee 2005
2004/030,2004,Grey noddy,0,Live,Feb-03,"Poor Knights Islands, Sugarloaf Rock",,Accepted,No,Rare Birds Committee 2005
2004/029,2004,Japanese snipe,1,Live,Mar-06,"Golden Bay, Taupata Point, near Puponga",,Accepted,No,Rare Birds Committee 2005
2004/028,2004,Royal penguin,1,Live,Feb-22,"South Otago, Nugget Point",,Accepted,No,Rare Birds Committee 2005
2004/027,2004,Erect-crested penguin,1,Live,Feb-08,"South Otago, Tahakopa Beach",,Accepted,No,Rare Birds Committee 2005
2004/026,2004,Moseley's rockhopper penguin,1,Live,Jan-03,"Chatham Islands, Star Keys",,Accepted,No,Miskelly & Bell 2004
2004/024,2004,Plumed egret,1,Live,Apr-30,Motueka,,Accepted,No,Rare Birds Committee 2005
2004/023,2004,Black-fronted tern,1,Live,Jan-23,"New Plymouth, Waiongana estuary",,Accepted,No,Medway 2004
2004/022,2004,Brown noddy,1,Dead,Jun-17,"Taranaki, Epiha Road, near Waitara",,Accepted,No,Medway 2004
2004/021,2004,Common tern,1,Live,Mar-04,Manawatu estuary,,Accepted,No,Rare Birds Committee 2005
2004/020,2004,Brown booby,1,Live,Jan-25,"Foxton Beach coast, Manawatu River",,Accepted,No,Rare Birds Committee 2005
2004/019,2004,Grey noddy,40,Live,Feb-08,"Mokohinau Islands, Maori Rocks",,Accepted,No,Medway 2004
2004/018,2004,Cirl bunting,1,Live,Jan-24,"Waipu estuary, Northland",,Accepted,No,Medway 2004
2004/017,2004,Marsh sandpiper,2,Live,Feb-07,"Ahuriri estuary, Westshore Lagoons, Napier",,Accepted,No,Medway 2004
2004/016,2004,White-throated needletail,1,Live,Dec-29,Kaimanawa Ranges,,Accepted,No,Medway 2004
2004/015,2004,Leucocarbo shag sp.,1,Live,Dec-15,"Banks Peninsula, Godley Head entrance to Lyttleton",,Accepted,No,Rare Birds Committee 2005
2004/014,2004,Common sandpiper,1,Live,Nov-11,"North Shore City, Rosedale wastewater treatment plant",,Accepted,No,Medway 2004
2004/013,2004,Nankeen kestrel,1,Live,Oct-28,"Hawke's Bay, Elsthorpe, south of Hastings",,Accepted,No,Medway 2004
2004/012,2004,Red-legged partridge,2,Live,Dec-22,"King Country, 10 km north of Taumarunui",,Accepted,No,Medway 2004
2004/011,2004,Lesser sand plover,1,Live,Nov-22,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Medway 2004
2004/010,2004,Grey-tailed tattler,1,Live,Nov-23,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Medway 2004
2004/009,2004,Marsh sandpiper,1,Live,Nov-16,"Miranda, Firth of Thames",,Accepted,No,Medway 2004
2004/008,2004,Common sandpiper,1,Live,Dec-26,"Volcanic Plateau, Raetihi Oxidation Ponds",,Accepted,No,Medway 2004
2004/007,2004,Broad-billed sandpiper,1,Live,Jan-06,"Manukau Harbour, Mangere ponds",,Accepted,No,Medway 2004
2004/006,2004,Nankeen night heron,9,Live,Dec-28,"Whanganui River, 15-20 km north of Wanganui",,Accepted,No,Medway 2004
2004/005,2004,Shore plover,1,Live,Nov-01,Manawatu estuary,,Accepted,No,Medway 2004
2004/004,2004,Sanderling,1,Live,Oct-27,Manawatu estuary,,Accepted,No,Medway 2004
2004/003A,2004,Great knot,4,Live,Nov-11,Manawatu estuary,,Accepted,No,Medway 2004
2004/003,2004,Great knot,4,Live,Nov-11,Manawatu estuary,,Accepted,No,Medway 2004
2004/002,2004,Sanderling,1,Live,Jan-02,"Hawke's Bay, Porangahau Estuary",,Accepted,No,Medway 2004
2004/001A,2004,Lesser yellowlegs,1,Live,Jan-03,"Hawke's Bay, Wanstead Lagoon, near Waipukurau",,Accepted,No,Medway 2004
2004/001,2004,Lesser yellowlegs,1,Live,Jan-02,"Hawke's Bay, Wanstead Lagoon, near Waipukurau",,Accepted,No,Medway 2004
2003/090,2003,Darter,1,Live,Dec-20,"Wellington Harbour, Evans Bay",,Accepted,No,Medway 2004
2003/089,2003,Lesser sand plover,1,Live,Nov-28,Mangawhai Harbour,,Accepted,No,Medway 2004
2003/088,2003,Grey-tailed tattler,2,Live,Nov-28,Mangawhai Harbour,,Accepted,No,Medway 2004
2003/087A,2003,New Zealand storm petrel,0,Live,Nov-17,"Little Barrier Island, 2 km north of",,Not accepted,No,Scofield 2007
2003/087,2003,New Zealand storm petrel,1,Live,Jan-25,"Whitianga, 11 nm east of Opiti Point, Mercury Bay",,Not accepted,No,Scofield 2007
2003/086,2003,Black-tailed godwit,1,Live,Nov-30,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2004
2003/085,2003,Hudsonian godwit,1,Live,Oct-25,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2004
2003/084,2003,Wandering tattler,1,Live,Nov-04,"Far North, Spirits Bay, Pararekau Island",,Accepted,No,Medway 2004
2003/083,2003,Australasian little grebe,3,Live,Oct-28,"Rotorua lakes, Lake Rotoehu, Otautu Bay",,Accepted,No,Medway 2004
2003/082,2003,Chestnut-breasted shelduck,1,Live,Apr-19,"Rotorua lakes, Lake Rotomahana",,Accepted,No,Medway 2004
2003/082,2003,Chestnut-breasted shelduck,1,Live,Apr-19,"Rotorua lakes, Lake Rotomahana",,Accepted,,Medway 2004
2003/081,2003,Little whimbrel,1,Live,Oct-27,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2004
2003/080,2003,Chestnut teal,1,Live,Aug-14,Manawatu estuary,,Accepted,No,Medway 2003b
2003/079,2003,Red-crowned parakeet,1,Live,Apr-13,"Wellington, Wilton Bush",,Accepted,No,Medway 2003b
2003/078,2003,Grey-tailed tattler,1,Live,Mar-23,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003b
2003/077,2003,Greater sand plover,1,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003b
2003/076,2003,Little whimbrel,1,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003b
2003/075,2003,Lesser sand plover,2,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003b
2003/074,2003,Marsh sandpiper,1,Live,Apr-13,"Miranda, Firth of Thames",,Accepted,No,Medway 2003b
2003/073,2003,Black-tailed godwit,2,Live,Jun-08,"Miranda, Firth of Thames",,Accepted,No,Medway 2003b
2003/072,2003,Sanderling,1,Live,Mar-22,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003b
2003/071,2003,Chatham Island mollymawk,1,Live,Sep-03,Kaikoura pelagic,,Accepted,No,Medway 2004
2003/070,2003,Common tern,1,Live,Aug-18,"Hawke's Bay, Waitangi, Ngaruroro river mouths",,Accepted,No,Medway 2004
2003/069,2003,Soft-plumaged petrel,2,Live,May-27,"Foxton Beach coast, Manawatu River",,Accepted,No,Medway 2004
2003/068,2003,Cape Barren goose,1,Live,Aug-08,"Washdyke Lagoon, Timaru",,Accepted,No,Medway 2003b
2003/067C,2003,Brown teal,3,Live,May-25,"Waikanae River, 200-300 m from river mouth",,Accepted,No,Medway 2003b
2003/067B,2003,Brown teal,6,Live,Apr-20,"Waikanae River, 200-300 m from river mouth",,Accepted,No,Medway 2003b
2003/067A,2003,Brown teal,3,Live,Feb-06,"Waikanae River, 200-300 m from river mouth",,Accepted,No,Medway 2003b
2003/066,2003,Cape Barren goose,1,Live,Jun-29,"Kapiti coast, Otaihanga, south of Waikanae River",,Accepted,No,Medway 2003b
2003/065,2003,Australasian little grebe,1,Live,Nov-20,"North Shore City, Rosedale wastewater treatment plant",,Accepted,No,Medway 2003b
2003/064,2003,Australasian little grebe,1,Live,Oct-14,"Auckland, Mt Wellington Quarry",,Accepted,No,Medway 2003b
2003/063,2003,Cirl bunting,1,Live,Jul-15,"Wellington, Khandallah",,Accepted,No,Medway 2003b
2003/062D,2003,Snares crested penguin,1,Live,Feb-18,"Chatham Islands, Rangatira (South East) Island",,Not accepted,No,Miskelly & Bell 2004
2003/062C,2003,Snares crested penguin,1,Live,Feb-11,"Chatham Islands, Rangatira (South East) Island",,Not accepted,No,Miskelly & Bell 2004
2003/062B,2003,Snares crested penguin,1,Live,Feb-15,"Chatham Islands, Mangere Island",,Not accepted,No,Miskelly & Bell 2004
2003/062A,2003,Snares crested penguin,1,Live,Jan-16,"Chatham Island, Washout Creek, Maunganui",,Not accepted,No,Miskelly & Bell 2004
2003/061,2003,Arctic tern,1,Live,Jun-14,Farewell Spit,,Accepted,No,Medway 2003b
2003/060,2003,Grey-tailed tattler,1,Live,Jan-06,"Golden Bay, Taupata Point, near Puponga",,Accepted,No,Medway 2003b
2003/059,2003,Ruff,1,Live,Jun-21,"South Canterbury, Rakaia River",,Accepted,No,Medway 2003b
2003/058,2003,Pacific heron,1,Live,Jun-04,"Taranaki, Waiwiri Road, Toko, near Stratford",,Accepted,No,Medway 2003b
2003/057,2003,Pomarine skua,1,Live,Apr-07,"South Canterbury, Timaru offshore",,Accepted,No,Medway 2003b
2003/056,2003,Subantarctic skua,2,Live,Apr-07,"South Canterbury, Timaru offshore",,Accepted,No,Medway 2003b
2003/055,2003,Pomarine skua,2,Live,Jan-31,"Lake Wainono, offshore",,Accepted,No,Medway 2003b
2003/054,2003,Chestnut-breasted shelduck,2,Live,Mar-05,"South Canterbury, Normanby Lake, south of Timaru",,Accepted,No,Medway 2003b
2003/053,2003,Glossy ibis,1,Live,Feb-16,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2003b
2003/052,2003,Lesser sand plover,1,Live,Mar-25,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Medway 2003b
2003/051,2003,Grey noddy,24,Live,Apr-20,"Poor Knights Islands, Sugarloaf Rock",,Accepted,No,Medway 2003b
2003/050,2003,Juan Fernandez petrel,1,Live,Feb-09,"Little Barrier Island, near Herekohu (the Tumb)",,Not accepted,,
2003/049,2003,Chatham Island taiko,1,Live,Apr-19,"Canterbury at sea, about 53 km SE of Akaroa",,Not accepted,,
2003/048,2003,Wandering tattler,1,Live,Oct-28,Red Mercury Island,,Accepted,No,Medway 2003b
2003/047,2003,Long-tailed skua,1,Live,Feb-23,"East Coast, Tolaga Bay, 10-15 km offshore",,Accepted,No,Medway 2003b
2003/046,2003,Red-tailed tropicbird,1,Live,Oct-19,"Whangarei Harbour, Hewlett Point",,Accepted,No,Medway 2003b
2003/045,2003,Pomarine skua,1,Live,Apr-12,"North Canterbury, Waimakariri River mouth",,Accepted,No,Medway 2003b
2003/044,2003,Fiordland crested penguin,1,Live,Feb-15,"Wairarapa, Ocean Beach, south Wairarapa",,Accepted,No,Medway 2003a
2003/043,2003,Cape Barren goose,1,Live,May-20,"Kapiti coast, Milne Drive, Paraparaumu Airport",,Accepted,No,Medway 2003a
2003/042,2003,Black kite,1,Live,Mar-15,"Waikato, Whangamarino Wetland Reserve, near Mercer",,Accepted,No,Medway 2003a
2003/041,2003,Lesser sand plover,2,Live,Mar-22,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Medway 2003a
2003/040,2003,Black-tailed godwit,1,Live,Mar-05,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,No,Medway 2003a
2003/039,2003,Hudsonian godwit,1,Live,Feb-04,Mangawhai Spit,,Accepted,No,Medway 2003a
2003/038,2003,Tasmanian mollymawk,1,Dead,Jul-30,"Manukau Heads, south of",,Accepted,Yes,Medway 2003a
2003/037,2003,Great knot,1,Live,Feb-24,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/036,2003,Fairy tern,1,Live,Mar-24,"Miranda, Firth of Thames",,Accepted,No,Medway 2003a
2003/035,2003,Marsh sandpiper,2,Live,Sep-16,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/034,2003,Broad-billed sandpiper,1,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/033,2003,Black-tailed or Hudsonian godwit,1,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/032,2003,Cape Barren goose,1,Live,Oct-06,"Kapiti coast, Greendale, near Paraparaumu",,Accepted,No,Medway 2003a
2003/031A,2003,Wandering tattler,1,Live,Mar-02,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/031,2003,Wandering tattler,1,Live,Jan-04,"Manukau Harbour, Kidd's shellbanks",,Accepted,No,Medway 2003a
2003/030,2003,New Zealand dabchick,1,Live,Jun-15,"Wairarapa, Masterton, Queen Elizabeth Park",,Accepted,No,Medway 2003b
2003/029,2003,Common sandpiper,1,Live,Dec-06,Whangarei Harbour,,Accepted,No,Medway 2003a
2003/028,2003,Pacific heron,1,Live,Jan-24,"North Otago, beside SH1 south of Oamaru",,Accepted,No,Medway 2003a
2003/027,2003,Pink-footed shearwater,1,Live,Jan-04,Kaikoura pelagic,,Accepted,No,Medway 2003b
2003/026,2003,Chestnut-breasted shelduck,2,Live,Dec-24,"Kapiti coast, beside SH1, Te Horo",,Accepted,No,Medway 2003a
2003/025B,2003,Pomarine skua,1,Live,Apr-07,"Miranda, Firth of Thames",,Accepted,No,Medway 2003a
2003/025A,2003,Pomarine skua,1,Live,Feb-17,"Miranda, Taramaire, Firth of Thames",,Accepted,No,Medway 2003a
2003/024,2003,Erect-crested penguin,1,Live,Feb-05,"Wairarapa, Akitio Beach",,Accepted,No,Medway 2003a
2003/023,2003,Sanderling,1,Live,Feb-16,"Hawke's Bay, Porangahau Beach",,Accepted,No,Medway 2003a
2003/022,2003,Snares crested penguin,1,Live,Jan-28,"Chatham Island, Waitangi",,Accepted,No,Miskelly & Bell 2004
2003/021,2003,Shore plover,1,Live,Dec-27,"Ahuriri estuary, Westshore Lagoons, Napier",,Accepted,No,Medway 2003a
2003/020,2003,Fork-tailed swift,1,Live,Dec-14,Antipodes Island,,Accepted,No,Medway 2003a
2003/019,2003,Gentoo penguin,1,Live,Dec-19,Antipodes Island,,Accepted,No,Medway 2003a
2003/018,2003,Grey-tailed tattler,1,Live,Nov-30,"Kaikoura Peninsula, west of Point Kean",,Accepted,No,Medway 2003a
2003/017,2003,Shore plover,1,Live,Dec-30,"Bay of Plenty, 'Shelly Bay', near Whakatane and Ohope",,Accepted,No,Medway 2003a
2003/016,2003,Little egret,1,Live,Oct-29,"Hawke's Bay, Farndon Park, Clive",,Accepted,No,Medway 2003a
2003/015,2003,Asiatic dowitcher,1,Live,Dec-28,"Ohiwa Harbour, Bay of Plenty",,Accepted,No,Medway 2003a
2003/014,2003,Tattler sp.,1,Live,Jan-03,"Ahuriri estuary, Westshore Lagoons, Napier",,Accepted,No,Medway 2003a
2003/013,2003,Oriental cuckoo,1,Dead,Dec-14,"Muriwai Beach, Auckland",,Accepted,No,Medway 2003a
2003/012,2003,Lesser sand plover,1,Live,Dec-08,"Kaipara Harbour, Papakanui Spit",,Accepted,No,Medway 2003a
2003/011,2003,Common sandpiper,1,Live,Jan-12,"Waikato coast, 2 km from Port Waikato",,Accepted,No,Medway 2003a
2003/010,2003,Pectoral sandpiper,1,Live,Nov-24,"Manukau Harbour, Mangere ponds",,Accepted,No,Medway 2003a
2003/009,2003,Broad-billed sandpiper,1,Live,Nov-21,"Manukau Harbour, Mangere ponds",,Accepted,No,Medway 2003a
2003/008,2003,Grey-tailed tattler,1,Live,Nov-24,"Manukau Harbour, Ihumatao Beach",,Accepted,No,Medway 2003a
2003/007,2003,Grey noddy,11,Live,Jan-11,Hauraki Gulf near Kawau Island,,Accepted,No,Medway 2003a
2003/006,2003,Japanese snipe,1,Live,Dec-16,"Lake Ellesmere, Yarrs Wildlife Reserve",,Accepted,No,Medway 2003a
2003/005,2003,Sanderling,2,Live,Nov-03,"Lake Ellesmere, Embankment Road",,Accepted,No,Medway 2003a
2003/004,2003,Common tern,1,Live,Jan-20,Manawatu estuary,,Accepted,No,Medway 2003a
2003/003,2003,White-throated needletail,4,Live,Dec-11,Farewell Spit,,Accepted,No,Medway 2003a
2003/002,2003,Brown teal,1,Live,Nov-24,Waikanae River estuary,,Accepted,No,Medway 2003a
2003/001,2003,Brown teal,1,Live,Feb-05,"Waikanae estuary, Waimanu Lagoon",,Accepted,No,Medway 2003a
2002/092,2002,South Island kokako,1,Live,Jul-01,"North Westland, near Charleston",,Not recorded,No,
2002/091,2002,Dollarbird,0,Unknown,Jul-01,"East Coast, area of North Island",,Accepted,No,
2002/090,2002,White-tailed tropicbird,0,,Oct-21,"Waikato coast, 2 km south of Karioitahi Peninsula",,Accepted,,
2002/089,2002,unidentified bird,0,Unknown,Jan-15,"Hamilton, Peacocks Road, RD2",,Not recorded,No,
2002/088,2002,Channel-billed cuckoo,1,Live,Oct-26,Mangawhai Heads (near),,Accepted,No,Medway 2003a
2002/087,2002,Red-necked phalarope,1,Live,Oct-10,"Farewell Spit, Swan Lake",,Accepted,No,Medway 2003a
2002/086,2002,Sanderling,1,Live,Nov-20,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2003a
2002/085,2002,Ruff,1,Live,Oct-30,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2003a
2002/084,2002,Cape Barren goose,3,Live,Oct-21,"Lake Wainono, South Canterbury",,Accepted,No,Medway 2003a
